r,i,s,o,r,s,e,u,m,a,n,e,-,h,r,.,i,t, , , , , , , , , , , , , , 
0,8,0,0,2,9,0,2,9,0,.,c,o,m,.,t,w, , , , , , , , , , , , , , , 
c,e,n,t,r,i,c,.,e,u, , , , , , , , , , , , , , , , , , , , , , 
b,s,a,.,c,o,m,.,a,u, , , , , , , , , , , , , , , , , , , , , , 
t,r,o,v,i,m,a,p,.,c,o,m, , , , , , , , , , , , , , , , , , , , 
c,a,s,i,n,o,m,e,t,r,o,p,o,l,1,4,.,c,o,m, , , , , , , , , , , , 
r,u,p,i,e,r,.,c,o,m, , , , , , , , , , , , , , , , , , , , , , 
t,h,e,f,o,w,n,d,r,y,.,c,o,m, , , , , , , , , , , , , , , , , , 
u,n,i,v,e,r,s,i,t,y,t,e,e,s,.,c,o,m, , , , , , , , , , , , , , 
k,a,m,e,n,s,k,t,e,l,.,r,u, , , , , , , , , , , , , , , , , , , 
f,i,n,d,-,m,u,s,i,c,.,n,e,t, , , , , , , , , , , , , , , , , , 
z,r,y,h,y,y,.,c,o,m,.,c,n, , , , , , , , , , , , , , , , , , , 
d,o,l,l,z,m,a,n,i,a,d,r,e,s,s,u,p,g,a,m,e,s,.,c,o,m, , , , , , 
g,e,t,i,t,o,n,c,h,a,l,l,e,n,g,e,.,c,o,m, , , , , , , , , , , , 
a,l,q,u,i,l,e,r,a,r,g,e,n,t,i,n,a,.,c,o,m, , , , , , , , , , , 
f,a,l,l,s,o,l,i,t,a,i,r,e,.,c,o,m, , , , , , , , , , , , , , , 
s,q,u,a,r,e,b,o,x,.,c,o,m, , , , , , , , , , , , , , , , , , , 
c,r,o,n,o,f,y,.,c,o,m, , , , , , , , , , , , , , , , , , , , , 
s,l,u,b,i,c,e,2,4,.,p,l, , , , , , , , , , , , , , , , , , , , 
n,o,v,o,b,r,.,c,o,m, , , , , , , , , , , , , , , , , , , , , , 
e,s,w,i,s,.,c,n, , , , , , , , , , , , , , , , , , , , , , , , 
f,o,r,d,p,r,o,b,l,e,m,s,.,c,o,m, , , , , , , , , , , , , , , , 
l,i,n,k,a,r,o,n,i,.,c,o,m, , , , , , , , , , , , , , , , , , , 
