s,u,m,o,j,e,r,k,y,.,c,o,m, , , , , , , , , , , , , , , , , , , 
z,i,b,m,e,d,i,a,.,c,o,m,.,a,u, , , , , , , , , , , , , , , , , 
s,a,r,k,i,l,a,r,b,u,r,a,d,a,.,c,o,m, , , , , , , , , , , , , , 
d,v,m,-,t,o,u,r,.,r,u, , , , , , , , , , , , , , , , , , , , , 
s,a,a,s,p,a,s,s,.,c,o,m, , , , , , , , , , , , , , , , , , , , 
r,e,t,r,o,s,p,a,c,e,.,o,r,g, , , , , , , , , , , , , , , , , , 
w,s,h,f,c,.,o,r,g, , , , , , , , , , , , , , , , , , , , , , , 
t,e,a,m,h,o,n,d,a,t,u,r,k,e,y,.,c,o,m, , , , , , , , , , , , , 
i,d,a,i,r,e,l,a,n,d,.,c,o,m, , , , , , , , , , , , , , , , , , 
e,n,e,r,g,y,d,r,i,n,k,m,a,n,i,a,.,n,e,t, , , , , , , , , , , , 
y,o,u,n,g,p,u,s,s,y,t,e,e,n,.,c,o,m, , , , , , , , , , , , , , 
o,m,o,s,h,i,r,o,-,n,e,w,s,.,n,e,t, , , , , , , , , , , , , , , 
m,e,r,c,a,t,e,o,.,h,u, , , , , , , , , , , , , , , , , , , , , 
s,c,r,a,w,n,y,t,o,b,r,a,w,n,y,.,c,o,m, , , , , , , , , , , , , 
j,o,u,v,e,-,h,d,i,.,c,o,m, , , , , , , , , , , , , , , , , , , 
s,i,m,p,l,y,p,a,n,t,o,n,e,.,i,t, , , , , , , , , , , , , , , , 
i,e,s,-,h,o,l,d,i,n,g,.,c,o,m, , , , , , , , , , , , , , , , , 
f,a,c,i,l,t,r,a,b,a,j,o,.,c,o,m,.,m,x, , , , , , , , , , , , , 
r,u,b,y,b,o,x,.,c,o,.,z,a, , , , , , , , , , , , , , , , , , , 
j,a,d,w,a,l,t,r,a,i,n,i,n,g,2,0,1,3,.,c,o,m, , , , , , , , , , 
d,i,g,i,t,a,l,t,i,m,e,s,.,c,o,m,.,m,m, , , , , , , , , , , , , 
h,a,g,i,s,h,i,.,c,o,m, , , , , , , , , , , , , , , , , , , , , 
v,o,l,k,s,b,a,n,k,-,h,u,n,s,r,u,e,c,k,-,n,a,h,e,.,d,e, , , , , 
