t,x,l,a,.,o,r,g, , , , , , , , , , , , , , , , , , , , , , , , 
m,e,t,r,o,p,o,l,i,s,i,n,d,i,a,.,c,o,m, , , , , , , , , , , , , 
s,j,r,b,.,c,a, , , , , , , , , , , , , , , , , , , , , , , , , 
s,p,i,r,i,t,u,a,l,f,o,r,u,m,s,.,c,o,m, , , , , , , , , , , , , 
r,i,t,o,u,.,c,o,m, , , , , , , , , , , , , , , , , , , , , , , 
1,7,t,a,o,.,c,n, , , , , , , , , , , , , , , , , , , , , , , , 
c,i,n,e,s,n,a,c,k,s,.,n,e,t, , , , , , , , , , , , , , , , , , 
g,o,o,o,d,a,u,t,o,.,c,o,m, , , , , , , , , , , , , , , , , , , 
d,a,m,a,n,.,n,i,c,.,i,n, , , , , , , , , , , , , , , , , , , , 
o,t,a,k,u,s,m,a,s,h,.,c,o,m, , , , , , , , , , , , , , , , , , 
3,d,m,a,x,f,a,r,s,i,.,i,r, , , , , , , , , , , , , , , , , , , 
h,i,r,o,s,h,i,m,a,-,c,.,e,d,.,j,p, , , , , , , , , , , , , , , 
z,a,p,p,f,u,n,.,c,o,m, , , , , , , , , , , , , , , , , , , , , 
o,r,i,s,s,a,t,o,u,r,i,s,m,.,o,r,g, , , , , , , , , , , , , , , 
j,o,o,v,y,.,c,o,m, , , , , , , , , , , , , , , , , , , , , , , 
b,a,h,a,r,h,o,s,t,.,o,r,g, , , , , , , , , , , , , , , , , , , 
i,n,l,i,b,e,r,t,y,.,r,u, , , , , , , , , , , , , , , , , , , , 
i,s,i,g,h,t,p,a,r,t,n,e,r,s,.,n,e,t, , , , , , , , , , , , , , 
x,p,s,k,j,.,c,o,m, , , , , , , , , , , , , , , , , , , , , , , 
m,k,d,o,c,s,.,o,r,g, , , , , , , , , , , , , , , , , , , , , , 
g,e,p,n,a,r,a,n,c,s,.,h,u, , , , , , , , , , , , , , , , , , , 
s,e,s,a,n,a,.,r,u, , , , , , , , , , , , , , , , , , , , , , , 
r,r,r,.,m,e, , , , , , , , , , , , , , , , , , , , , , , , , , 
f,i,n,d,l,i,v,e,l,i,n,k,s,.,c,o,m, , , , , , , , , , , , , , , 
1,0,8,c,l,i,p,.,c,o,m, , , , , , , , , , , , , , , , , , , , , 
t,h,e,p,i,g,s,i,t,e,.,c,o,m, , , , , , , , , , , , , , , , , , 
p,u,r,e,v,o,y,a,n,c,e,.,c,o,m, , , , , , , , , , , , , , , , , 
