32,36,24,13,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,17,32,30,27,28,27,24,21,31,21,26,16,21,13,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0
31,22,30,14,11,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,28,21,30,21,32,33,13,24,18,27,30,33,25,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0
30,21,32,27,33,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,32,13,27,11,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,21,26,17,31,26,13,15,23,31,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,27,27,27,16,13,33,32,27,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,13,25,13,26,11,26,21,15,11,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,32,13,23,33,31,25,13,31,20,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,25,13,36,18,13,30,31,21,11,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21,30,27,31,20,21,25,13,12,15,11,17,16,11,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13,28,28,18,33,26,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,30,21,31,31,13,32,27,33,30,21,31,25,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,27,27,34,37,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,20,13,30,20,27,31,32,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,24,21,14,17,30,32,37,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,31,21,19,20,32,28,13,30,32,26,17,30,31,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,28,31,23,22,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,16,27,15,31,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,17,28,26,13,30,13,26,15,31,11,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,17,31,13,26,13,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,11,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,21,26,16,24,21,34,17,24,21,26,23,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,9,15,24,21,28,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,17,28,21,19,31,21,32,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,33,30,17,34,27,37,13,26,15,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,21,23,21,26,21,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,32,31,3,25,27,16,31,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,26,27,32,21,15,21,13,31,11,15,27,25,11,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
