13,19,13,30,12,20,13,15,23,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,27,27,36,36,36,11,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,33,25,13,20,14,13,19,33,31,11,21,26,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,13,21,12,26,27,23,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,17,35,12,24,21,26,17,13,19,17,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,17,16,32,13,24,27,26,11,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,37,32,20,21,15,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,19,21,30,24,31,11,36,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,27,35,31,16,27,35,30,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,27,14,31,11,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,13,24,13,37,31,21,13,33,26,21,34,17,30,31,21,32,37,11,26,17,32,0,0,0,0,0,0,0,0,0,0
19,30,13,26,16,21,30,12,36,36,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,13,25,28,17,30,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,27,32,14,17,37,17,23,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,27,37,23,21,26,19,16,27,25,11,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,21,15,27,20,11,15,27,25,11,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,15,13,32,32,17,30,19,27,30,21,17,31,27,26,24,21,26,17,11,26,17,32,0,0,0,0,0,0,0,0,0
35,17,24,15,27,25,17,32,27,33,31,13,11,19,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,30,13,26,13,21,30,32,27,33,30,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,15,12,35,13,30,30,21,27,30,31,11,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,17,13,16,31,5,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,32,13,30,12,28,27,35,17,30,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30,19,12,34,25,4,8,11,31,21,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,19,13,24,13,25,11,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,24,16,13,19,17,20,27,25,17,16,17,24,20,21,11,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,27,18,37,13,31,27,18,21,37,13,11,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,17,30,17,25,37,14,13,25,14,17,30,18,27,30,33,25,11,15,27,11,33,23,0,0,0,0,0,0,0,0,0
16,30,20,11,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,21,26,19,20,33,21,20,27,26,19,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,17,26,25,13,21,23,33,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,31,29,33,17,32,15,13,24,21,17,26,32,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0
23,30,27,17,31,35,13,26,19,11,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17,32,17,30,31,20,27,14,14,37,11,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,23,33,27,24,13,11,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,14,13,20,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,33,16,21,31,32,21,12,26,13,12,25,27,30,17,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0
37,17,16,17,23,15,21,24,17,30,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,17,15,20,21,15,31,32,17,30,16,21,13,30,21,17,31,11,15,27,25,0,0,0,0,0,0,0,0,0,0
32,20,17,32,27,33,30,21,26,19,31,32,27,30,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0
31,18,36,11,13,15,11,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,32,15,20,27,25,17,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,16,38,13,16,25,18,33,32,14,27,24,24,21,19,21,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0
14,13,24,13,32,13,30,21,26,11,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,31,13,11,19,27,34,11,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,26,12,12,9,1,13,13,36,25,20,38,27,5,14,11,36,26,12,12,28,2,13,21,0,0,0,0,0,0,0,0
31,21,26,32,17,38,13,11,26,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,36,26,36,19,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20,21,24,27,31,27,28,20,37,12,27,18,12,15,14,32,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0
33,26,21,36,20,27,32,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,38,12,15,20,13,25,11,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,17,17,15,33,28,12,26,21,15,11,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,27,26,32,13,33,23,31,27,18,13,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,21,25,14,33,30,19,16,27,17,32,38,13,23,17,26,11,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,32,21,34,17,31,28,17,13,23,17,30,27,26,24,21,26,17,11,15,27,25,0,0,0,0,0,0,0,0,0
33,26,16,33,20,13,26,23,33,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,22,24,13,15,26,17,22,31,21,31,17,36,31,20,27,28,11,31,23,0,0,0,0,0,0,0,0,0,0,0
19,20,13,30,22,13,19,19,13,14,13,38,13,30,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,13,19,12,30,17,28,13,21,30,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,13,24,24,17,37,28,14,31,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,27,20,27,26,27,15,20,33,24,28,13,30,23,11,27,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,13,14,30,21,38,14,13,26,16,11,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30,17,32,32,31,28,21,17,24,12,13,26,19,17,14,27,32,17,11,16,17,0,0,0,0,0,0,0,0,0,0
13,25,33,26,16,27,11,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,25,13,35,13,26,19,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,33,23,32,21,27,26,31,20,13,33,31,12,38,27,18,21,26,19,17,26,11,15,20,0,0,0,0,0,0,0,0
36,26,12,12,33,9,22,1,19,23,9,29,33,13,5,13,5,19,4,20,11,22,28,0,0,0,0,0,0,0,0,0
20,17,13,24,32,20,21,38,17,26,11,15,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
